id,nama_rumah,lokasi,luas_tanah,jumlah_kamar,jumlah_lantai,tahun_bangun,harga,material_digunakan,material_utama
1469,Rumah_1469,Kabupaten Kuningan,51,4,2,2021,238751622,Semen:1819sak; Bata Ringan JUMA:3629pcs; Keramik 60x60 Polished:4138m2; Pintu Kayu Solid:2287pcs; Besi WF 150:3365btg,Pipa PVC Wavin 2 1/2
1470,Rumah_1470,Kota Tasikmalaya,244,2,3,2001,1713058078,Kaca:163m2; Kawat Bendrat:3582kg; Pipa PVC Wavin 2 1/2:2056btg; Genteng Beton:399pcs; Semen Mortar MU-380:1627sak,Kaca
1471,Rumah_1471,Kabupaten Indramayu,183,3,1,1995,466239137,Pipa PVC Wavin 2 1/2:4154btg; Genteng Beton:4289pcs; Cat Dinding Nobrand:1084kg; Semen:3645sak; Hollow Galvanis 4x4:1844btg; Waterproofing Coating:719kg,Pasir
1472,Rumah_1472,Kota Cimahi,99,5,2,2003,609837886,Besi Beton 19mm:121kg; Besi Beton 13mm:1665kg; Kabel NYM 2x1.5:2678m; Bata Ringan JUMA:1951pcs; Aluminium Kusen:1473m; Kabel NYY 4x10:4241m,Triplek Meranti Campur
1473,Rumah_1473,Kabupaten Karawang,121,6,1,2023,1656914864,Pasir:4625m3; Besi WF 150:2754btg; Batu Bata Merah:2325pcs; Atap Baja Ringan:1413m2; Saklar + Stop Kontak Panasonic:544set,Semen Mortar MU-380
1474,Rumah_1474,Kota Bandung,233,2,1,2009,579411812,Plafon Gypsum:2772m2; Genteng Beton:1550pcs; Cat Dinding Dulux:1813kg; Batu Alam Andesit:4537m2; Hollow Galvanis 4x4:3331btg; Semen:613sak,Keramik Kamar Mandi
1475,Rumah_1475,Kota Depok,310,1,3,2019,1278683152,Cat Dinding Nobrand:440kg; Hollow Galvanis 4x4:3596btg; Batu Split:4029m3,Cat Eksterior Jotun
1476,Rumah_1476,Kabupaten Pangandaran,294,1,3,2015,1852614355,Pasir:3354m3; Waterproofing Coating:2463kg; Batu Alam Andesit:4215m2; Keramik Kamar Mandi:1748m2,Pipa PPR 1/2 inci
1477,Rumah_1477,Kabupaten Sukabumi,245,6,2,2022,1900043313,Genteng Beton:3631pcs; Plafon GRC:496m2; Genteng Metal:389m2; Semen Mortar MU-380:1305sak,Kabel NYY 4x10
1478,Rumah_1478,Kabupaten Majalengka,30,4,2,2006,132681577,Keramik 60x60 Polished:4920m2; Plafon GRC:4574m2; Pipa PVC Wavin 2 1/2:1330btg; Waterproofing Coating:1831kg,Multipleks 18mm
1479,Rumah_1479,Kabupaten Tasikmalaya,31,4,3,2004,895145427,Semen:993sak; Pipa PVC Wavin 2 1/2:3180btg; Besi Beton 16mm:1684kg; Atap Baja Ringan:4795m2; Genteng Beton:3935pcs; Stop Kran Kuningan:3369pcs,Waterproofing Coating
1480,Rumah_1480,Kota Cirebon,137,6,1,1998,1171522816,Bata Ringan Walbric:4690pcs; Pintu Kayu Solid:1673pcs; Semen Mortar MU-380:281sak,Besi Beton 16mm
1481,Rumah_1481,Kabupaten Sumedang,146,3,3,2017,1173375794,Waterproofing Coating:833kg; Pintu Kayu Solid:4085pcs; Besi Beton 19mm:542kg,Bata Ringan JUMA
1482,Rumah_1482,Kabupaten Purwakarta,80,5,2,2023,758782441,Pipa PPR 1/2 inci:2899btg; Aluminium Kusen:759m; Bata Ringan JUMA:1346pcs; Genteng Beton:2846pcs,Kayu
1483,Rumah_1483,Kabupaten Bandung,283,1,2,1997,1120728203,Kabel NYY 4x10:3787m; Pipa PPR 1/2 inci:4961btg; Batu Bata Merah:4301pcs; Atap Baja Ringan:1127m2,Keramik Asia Tile
1484,Rumah_1484,Kota Bekasi,192,3,1,1999,221113337,Besi WF 150:4673btg; Cat Dinding Nobrand:4026kg; Batu Bata Merah:4992pcs; Semen:4233sak,Cat Dinding Nobrand
1485,Rumah_1485,Bandung Barat,169,1,3,2024,1906351471,Pipa PVC Wavin 2 1/2:4197btg; Plafon GRC:1680m2; Keramik Kamar Mandi:788m2,Granite Tile
1486,Rumah_1486,Kota Bogor,43,6,1,2020,1444869431,Semen Mortar MU-380:4783sak; Batu Bata Merah:4705pcs; Multipleks 18mm:1175lbr; Batu Alam Andesit:1244m2,Hollow Galvanis 4x4
1487,Rumah_1487,Kabupaten Ciamis,252,4,2,2019,868309012,Kabel NYM 2x1.5:3646m; Kaca:1425m2; Besi Beton 16mm:3475kg; Stop Kran Kuningan:4926pcs; Genteng Metal:4201m2,Keramik 60x60 Polished
1488,Rumah_1488,Kabupaten Cianjur,347,6,3,1996,1007590538,Pasir:289m3; Keramik Kamar Mandi:2871m2; Pipa PVC Wavin 3:352btg; Hollow Galvanis 4x4:2204btg; Keramik 60x60 Polished:789m2,Plafon Gypsum
1489,Rumah_1489,Kabupaten Cirebon,258,1,2,2020,1498639676,Batu Bata Merah:2942pcs; Cat Dinding Dulux:2686kg; Multipleks 18mm:1721lbr; Hollow Galvanis 4x4:1836btg,Genteng Metal
1490,Rumah_1490,Kabupaten Garut,164,4,1,2003,1276968443,Kabel NYY 4x10:595m; Besi Beton 19mm:182kg; Bata Ringan Walbric:551pcs; Besi WF 150:416btg; Cat Eksterior Jotun:2184kg,Kabel NYM 2x1.5
1491,Rumah_1491,Kabupaten Subang,350,5,3,2002,1346413924,Pipa PVC Wavin 3:3284btg; Cat Eksterior Jotun:4164kg; Kabel NYM 2x1.5:3374m; Besi Beton 19mm:1134kg,Batu Alam Andesit
1492,Rumah_1492,Kabupaten Bandung Barat,249,2,3,2022,418012066,Kayu:3272kg; Waterproofing Coating:424kg; Besi Beton 19mm:661kg; Batu Bata Merah:3687pcs; Semen:687sak; Keramik Kamar Mandi:4190m2,Pintu Kayu Solid
1493,Rumah_1493,Kabupaten Bekasi,287,3,2,1996,1844046125,Waterproofing Coating:4231kg; Bata Ringan JUMA:4274pcs; Batu Split:4100m3; Kaca:3618m2,Besi Beton 13mm
1494,Rumah_1494,Bandung Timur,152,5,3,2023,569409198,Cat Dinding Dulux:559kg; Batu Bata Merah:2746pcs; Multipleks 18mm:2882lbr; Keramik Kamar Mandi:3003m2,Bata Ringan Walbric
1495,Rumah_1495,Kabupaten Bogor,128,5,2,2011,247395230,Kawat Bendrat:2868kg; Atap Baja Ringan:1305m2; Genteng Beton:4813pcs,Atap Baja Ringan
1496,Rumah_1496,Kota Banjar,79,5,3,2017,1801865656,Keramik 60x60 Polished:4478m2; Triplek Meranti Campur:4621lbr; Hollow Galvanis 4x4:448btg,Pipa PVC Wavin 3
1497,Rumah_1497,Kota Sukabumi,119,3,1,2020,1566813441,Pipa PVC Wavin 2 1/2:2463btg; Keramik 60x60 Polished:190m2; Stop Kran Kuningan:689pcs; Batu Alam Andesit:3016m2; Bata Ringan Walbric:4004pcs; Pasir:4021m3,Cat Dinding Dulux
1498,Rumah_1498,Kabupaten Kuningan,62,3,3,2002,1181870567,Kayu:4010kg; Keramik Kamar Mandi:3904m2; Batu Bata Merah:1415pcs; Pipa PVC Wavin 3:1018btg,Semen
1499,Rumah_1499,Kota Tasikmalaya,35,6,2,2005,405132118,Pipa PVC Wavin 3:934btg; Batu Bata Merah:3032pcs; Semen:1297sak; Kabel NYM 2x1.5:3678m; Besi Beton 16mm:2637kg,Besi WF 150
1500,Rumah_1500,Kabupaten Indramayu,342,5,3,2024,490411696,Semen:4119sak; Saklar + Stop Kontak Panasonic:2837set; Batu Alam Andesit:1590m2,Batu Split
1501,Rumah_1501,Kota Cimahi,90,6,2,2019,1322959562,Semen Mortar MU-380:1009sak; Kayu:1869kg; Besi Beton 16mm:1625kg; Bata Ringan Walbric:1819pcs,Plafon GRC
1502,Rumah_1502,Kabupaten Karawang,45,2,2,2003,805680062,Kawat Bendrat:4594kg; Batu Bata Merah:621pcs; Granite Tile:3682m2; Keramik Kamar Mandi:4657m2,Genteng Beton
1503,Rumah_1503,Kota Bandung,104,6,3,2004,1940511296,Saklar + Stop Kontak Panasonic:58set; Plafon Gypsum:3659m2; Kaca:660m2; Cat Dinding Nobrand:2818kg; Kabel NYM 2x1.5:3880m,Stop Kran Kuningan
1504,Rumah_1504,Kota Depok,349,6,2,2021,626210276,Atap Baja Ringan:1534m2; Kaca:754m2; Multipleks 18mm:863lbr,Saklar + Stop Kontak Panasonic
1505,Rumah_1505,Kabupaten Pangandaran,158,4,2,2003,710447497,Kabel NYM 2x1.5:1466m; Waterproofing Coating:1251kg; Kabel NYY 4x10:2213m; Besi Beton 19mm:1964kg; Besi Beton 16mm:4344kg,Aluminium Kusen
1506,Rumah_1506,Kabupaten Sukabumi,277,4,2,2010,1968519767,Keramik 60x60 Polished:4040m2; Pipa PVC Wavin 2 1/2:2331btg; Genteng Beton:3020pcs; Besi Beton 13mm:73kg; Kaca:1840m2; Besi Beton 19mm:2441kg,Kawat Bendrat
1507,Rumah_1507,Kabupaten Majalengka,122,2,3,2025,1016387800,Plafon Gypsum:4097m2; Batu Split:3199m3; Waterproofing Coating:4620kg,Besi Beton 19mm
1508,Rumah_1508,Kabupaten Tasikmalaya,253,6,1,2008,772689853,Besi Beton 13mm:1524kg; Pipa PVC Wavin 3:53btg; Plafon Gypsum:564m2; Cat Dinding Nobrand:4343kg,Batu Bata Merah
1509,Rumah_1509,Kota Cirebon,96,1,2,2005,804230504,Besi Beton 13mm:126kg; Batu Bata Merah:1473pcs; Kabel NYY 4x10:2063m; Bata Ringan Walbric:2502pcs; Besi Beton 16mm:826kg; Kayu:4217kg,Pipa PVC Wavin 2 1/2
1510,Rumah_1510,Kabupaten Sumedang,163,4,3,2012,484880228,Saklar + Stop Kontak Panasonic:4846set; Aluminium Kusen:1497m; Plafon Gypsum:3305m2; Cat Dinding Dulux:2341kg; Bata Ringan JUMA:4061pcs,Kaca
1511,Rumah_1511,Kabupaten Purwakarta,228,6,2,2016,475481877,Aluminium Kusen:4205m; Cat Dinding Dulux:878kg; Saklar + Stop Kontak Panasonic:3930set; Pipa PVC Wavin 2 1/2:757btg; Atap Baja Ringan:243m2; Semen:3898sak,Pasir
1512,Rumah_1512,Kabupaten Bandung,141,6,3,2025,1491063388,Keramik Kamar Mandi:326m2; Stop Kran Kuningan:1857pcs; Triplek Meranti Campur:993lbr,Triplek Meranti Campur
1513,Rumah_1513,Kota Bekasi,291,3,2,2025,1966252031,Semen:4543sak; Plafon Gypsum:1000m2; Triplek Meranti Campur:770lbr; Genteng Metal:4719m2; Pipa PPR 1/2 inci:1591btg,Semen Mortar MU-380
1514,Rumah_1514,Bandung Barat,346,2,1,2004,1158090347,Batu Alam Andesit:2200m2; Kawat Bendrat:2332kg; Atap Baja Ringan:3762m2,Keramik Kamar Mandi
1515,Rumah_1515,Kota Bogor,79,4,3,2022,357904355,Besi Beton 16mm:1333kg; Pintu Kayu Solid:3706pcs; Keramik 60x60 Polished:2539m2; Kabel NYM 2x1.5:2254m,Cat Eksterior Jotun
1516,Rumah_1516,Kabupaten Ciamis,286,2,1,1997,1935552460,Triplek Meranti Campur:4235lbr; Kawat Bendrat:392kg; Keramik Kamar Mandi:3196m2; Cat Dinding Dulux:4793kg; Atap Baja Ringan:602m2,Pipa PPR 1/2 inci
1517,Rumah_1517,Kabupaten Cianjur,141,1,3,2020,1862415753,Besi WF 150:824btg; Kabel NYM 2x1.5:2881m; Hollow Galvanis 4x4:1786btg; Pintu Kayu Solid:1961pcs,Kabel NYY 4x10
1518,Rumah_1518,Kabupaten Cirebon,235,2,3,2006,704408454,Besi Beton 16mm:4411kg; Cat Eksterior Jotun:3812kg; Waterproofing Coating:856kg; Besi WF 150:1144btg; Stop Kran Kuningan:2396pcs; Besi Beton 19mm:451kg,Multipleks 18mm
1519,Rumah_1519,Kabupaten Garut,279,2,1,2005,1286510374,Genteng Beton:3255pcs; Semen Mortar MU-380:1960sak; Keramik Kamar Mandi:3480m2,Waterproofing Coating
1520,Rumah_1520,Kabupaten Subang,336,1,3,2019,1708759627,Batu Bata Merah:4040pcs; Pasir:1685m3; Batu Alam Andesit:4886m2; Semen Mortar MU-380:3065sak; Cat Dinding Nobrand:1348kg; Keramik 60x60 Polished:803m2,Besi Beton 16mm
1521,Rumah_1521,Kabupaten Bandung Barat,223,2,2,2005,1024757018,Semen:4103sak; Besi Beton 13mm:1652kg; Genteng Metal:4838m2; Bata Ringan JUMA:4586pcs; Kayu:4498kg,Bata Ringan JUMA
1522,Rumah_1522,Kabupaten Bekasi,93,1,2,1997,1772537463,Besi Beton 16mm:4080kg; Cat Eksterior Jotun:2452kg; Cat Dinding Nobrand:3712kg; Batu Bata Merah:3827pcs; Atap Baja Ringan:2961m2,Kayu
1523,Rumah_1523,Bandung Timur,271,3,1,2004,1442941432,Besi WF 150:354btg; Kabel NYY 4x10:2926m; Keramik Kamar Mandi:942m2,Keramik Asia Tile
1524,Rumah_1524,Kabupaten Bogor,258,1,1,2004,548677436,Batu Bata Merah:3245pcs; Pipa PVC Wavin 2 1/2:1186btg; Kaca:2398m2,Cat Dinding Nobrand
1525,Rumah_1525,Kota Banjar,98,3,2,2002,1294745313,Keramik Asia Tile:4539m2; Genteng Metal:329m2; Batu Alam Andesit:3850m2; Bata Ringan Walbric:935pcs; Pasir:2697m3,Granite Tile
1526,Rumah_1526,Kota Sukabumi,325,3,2,2007,293172488,Plafon Gypsum:969m2; Kabel NYM 2x1.5:4090m; Bata Ringan JUMA:968pcs; Cat Dinding Nobrand:3126kg,Hollow Galvanis 4x4
1527,Rumah_1527,Kabupaten Kuningan,247,2,1,2000,299008013,Keramik Kamar Mandi:4209m2; Besi WF 150:1055btg; Aluminium Kusen:1621m; Kaca:4773m2,Keramik 60x60 Polished
1528,Rumah_1528,Kota Tasikmalaya,38,5,3,2010,1172652069,Semen Mortar MU-380:50sak; Kaca:4658m2; Genteng Metal:2782m2; Bata Ringan Walbric:3151pcs; Stop Kran Kuningan:4253pcs,Plafon Gypsum
1529,Rumah_1529,Kabupaten Indramayu,274,6,1,2010,691075116,Kaca:2942m2; Waterproofing Coating:2963kg; Granite Tile:1367m2; Pipa PVC Wavin 3:4507btg; Aluminium Kusen:3489m,Genteng Metal
1530,Rumah_1530,Kota Cimahi,267,5,3,2006,1137797090,Kawat Bendrat:3042kg; Besi WF 150:4813btg; Granite Tile:4020m2; Semen Mortar MU-380:3129sak,Kabel NYM 2x1.5
1531,Rumah_1531,Kabupaten Karawang,243,2,3,2010,341635738,Besi Beton 13mm:550kg; Multipleks 18mm:2153lbr; Kabel NYM 2x1.5:3433m; Cat Dinding Nobrand:2743kg; Besi Beton 16mm:3495kg; Pipa PVC Wavin 2 1/2:999btg,Batu Alam Andesit
1532,Rumah_1532,Kota Bandung,305,2,1,2000,688114956,Genteng Metal:3618m2; Besi Beton 16mm:2128kg; Cat Dinding Nobrand:4413kg; Kaca:130m2,Pintu Kayu Solid
1533,Rumah_1533,Kota Depok,218,5,1,2017,251599576,Genteng Metal:341m2; Bata Ringan JUMA:3612pcs; Pasir:1481m3,Besi Beton 13mm
1534,Rumah_1534,Kabupaten Pangandaran,234,4,3,2006,725718629,Pipa PPR 1/2 inci:2092btg; Keramik Asia Tile:765m2; Besi Beton 13mm:388kg; Semen Mortar MU-380:704sak; Pasir:1779m3,Bata Ringan Walbric
1535,Rumah_1535,Kabupaten Sukabumi,159,3,1,2015,1333754160,Keramik Asia Tile:669m2; Kabel NYM 2x1.5:3185m; Pipa PPR 1/2 inci:2538btg,Atap Baja Ringan
1536,Rumah_1536,Kabupaten Majalengka,44,4,1,2024,1177739320,Pipa PPR 1/2 inci:1478btg; Plafon Gypsum:3091m2; Bata Ringan JUMA:678pcs; Kayu:564kg; Multipleks 18mm:3172lbr; Besi Beton 16mm:3317kg,Pipa PVC Wavin 3
1537,Rumah_1537,Kabupaten Tasikmalaya,70,5,3,2007,1464603306,Pintu Kayu Solid:2217pcs; Pipa PVC Wavin 2 1/2:1709btg; Semen:1482sak,Cat Dinding Dulux
1538,Rumah_1538,Kota Cirebon,242,6,1,2010,989307328,Besi WF 150:1496btg; Waterproofing Coating:1472kg; Genteng Metal:3720m2; Keramik 60x60 Polished:3111m2; Pipa PVC Wavin 3:4985btg; Cat Dinding Dulux:2942kg,Semen
1539,Rumah_1539,Kabupaten Sumedang,107,2,3,2001,1323379910,Waterproofing Coating:3391kg; Besi Beton 13mm:3587kg; Pasir:4772m3; Batu Split:3955m3; Bata Ringan JUMA:1594pcs; Besi Beton 19mm:2277kg,Besi WF 150
1540,Rumah_1540,Kabupaten Purwakarta,205,5,2,1999,1502562927,Plafon GRC:927m2; Keramik Asia Tile:1086m2; Kayu:1443kg,Batu Split
1541,Rumah_1541,Kabupaten Bandung,84,5,3,2016,1374839349,Batu Alam Andesit:522m2; Saklar + Stop Kontak Panasonic:1314set; Batu Split:2087m3; Kabel NYY 4x10:4620m; Genteng Beton:1660pcs; Pasir:4823m3,Plafon GRC
1542,Rumah_1542,Kota Bekasi,217,6,2,2007,531476720,Bata Ringan JUMA:205pcs; Pipa PVC Wavin 2 1/2:3578btg; Kabel NYY 4x10:1552m,Genteng Beton
1543,Rumah_1543,Bandung Barat,282,5,1,1995,1465808550,Batu Bata Merah:4516pcs; Besi WF 150:4007btg; Besi Beton 19mm:1441kg,Stop Kran Kuningan
1544,Rumah_1544,Kota Bogor,222,4,1,2009,1913664737,Keramik 60x60 Polished:4668m2; Triplek Meranti Campur:2011lbr; Kaca:584m2; Batu Bata Merah:1376pcs; Pintu Kayu Solid:2529pcs; Aluminium Kusen:2675m,Saklar + Stop Kontak Panasonic
1545,Rumah_1545,Kabupaten Ciamis,283,1,3,2012,1623290315,Kabel NYM 2x1.5:2308m; Kabel NYY 4x10:3880m; Hollow Galvanis 4x4:1060btg; Plafon GRC:295m2; Keramik 60x60 Polished:70m2; Bata Ringan JUMA:414pcs,Aluminium Kusen
1546,Rumah_1546,Kabupaten Cianjur,40,5,1,2010,1449781504,Besi Beton 19mm:3519kg; Plafon GRC:3789m2; Batu Bata Merah:2348pcs; Pintu Kayu Solid:1698pcs; Triplek Meranti Campur:3004lbr,Kawat Bendrat
1547,Rumah_1547,Kabupaten Cirebon,289,5,3,2008,1136568690,Batu Split:4119m3; Batu Alam Andesit:146m2; Besi Beton 16mm:4441kg; Triplek Meranti Campur:4175lbr; Pipa PVC Wavin 2 1/2:4959btg,Besi Beton 19mm
1548,Rumah_1548,Kabupaten Garut,267,6,2,2006,1650110573,Kayu:1882kg; Pipa PPR 1/2 inci:1162btg; Hollow Galvanis 4x4:871btg; Bata Ringan Walbric:4046pcs; Pipa PVC Wavin 3:986btg,Batu Bata Merah
1549,Rumah_1549,Kabupaten Subang,325,2,2,2013,1304660364,Kayu:3137kg; Batu Bata Merah:4897pcs; Plafon GRC:4578m2; Batu Split:1028m3,Pipa PVC Wavin 2 1/2
1550,Rumah_1550,Kabupaten Bandung Barat,207,3,1,2004,1478623313,Batu Alam Andesit:4290m2; Kawat Bendrat:4888kg; Plafon GRC:2932m2; Cat Dinding Nobrand:3694kg,Kaca
1551,Rumah_1551,Kabupaten Bekasi,233,3,1,1999,660974465,Multipleks 18mm:2527lbr; Besi Beton 19mm:4181kg; Keramik 60x60 Polished:3584m2; Pipa PVC Wavin 2 1/2:2452btg,Pasir
1552,Rumah_1552,Bandung Timur,342,6,2,2007,1063314669,Keramik Kamar Mandi:1825m2; Waterproofing Coating:304kg; Batu Split:3173m3,Triplek Meranti Campur
1553,Rumah_1553,Kabupaten Bogor,294,5,1,1996,1555541237,Pasir:3045m3; Cat Dinding Nobrand:1848kg; Atap Baja Ringan:4256m2; Cat Dinding Dulux:3660kg,Semen Mortar MU-380
1554,Rumah_1554,Kota Banjar,305,6,1,2022,421156925,Keramik Asia Tile:521m2; Hollow Galvanis 4x4:3190btg; Saklar + Stop Kontak Panasonic:4592set; Besi Beton 19mm:1148kg; Cat Eksterior Jotun:4748kg,Keramik Kamar Mandi
1555,Rumah_1555,Kota Sukabumi,115,6,2,2000,192629697,Besi Beton 19mm:2262kg; Pipa PPR 1/2 inci:4297btg; Atap Baja Ringan:1438m2; Triplek Meranti Campur:99lbr; Granite Tile:1773m2,Cat Eksterior Jotun
1556,Rumah_1556,Kabupaten Kuningan,245,1,1,2023,1197598310,Besi WF 150:4637btg; Besi Beton 13mm:4789kg; Pintu Kayu Solid:2269pcs,Pipa PPR 1/2 inci
1557,Rumah_1557,Kota Tasikmalaya,181,4,1,2015,1081982149,Besi WF 150:455btg; Waterproofing Coating:2270kg; Batu Alam Andesit:1574m2,Kabel NYY 4x10
1558,Rumah_1558,Kabupaten Indramayu,104,4,3,2012,258234161,Besi Beton 16mm:70kg; Semen Mortar MU-380:4253sak; Keramik Kamar Mandi:927m2; Pipa PPR 1/2 inci:1675btg; Cat Eksterior Jotun:1806kg,Multipleks 18mm
1559,Rumah_1559,Kota Cimahi,300,6,2,2009,1181403578,Plafon GRC:1815m2; Genteng Beton:1172pcs; Kaca:4717m2; Besi Beton 16mm:2275kg; Batu Bata Merah:954pcs,Waterproofing Coating
1560,Rumah_1560,Kabupaten Karawang,117,6,2,2024,257273028,Granite Tile:4193m2; Pipa PVC Wavin 3:958btg; Cat Eksterior Jotun:4514kg; Semen Mortar MU-380:2317sak; Semen:79sak; Keramik Asia Tile:4764m2,Besi Beton 16mm
1561,Rumah_1561,Kota Bandung,346,3,1,2025,1732598138,Cat Dinding Dulux:4962kg; Kabel NYM 2x1.5:2631m; Cat Eksterior Jotun:565kg; Stop Kran Kuningan:3636pcs,Bata Ringan JUMA
1562,Rumah_1562,Kota Depok,254,6,3,2020,651942047,Genteng Metal:4852m2; Saklar + Stop Kontak Panasonic:1648set; Aluminium Kusen:4593m; Semen Mortar MU-380:2860sak; Batu Bata Merah:4070pcs,Kayu
1563,Rumah_1563,Kabupaten Pangandaran,77,2,3,2000,1927611857,Cat Eksterior Jotun:3768kg; Pipa PVC Wavin 3:2643btg; Batu Split:560m3,Keramik Asia Tile
1564,Rumah_1564,Kabupaten Sukabumi,321,4,1,2018,206077755,Cat Dinding Nobrand:4252kg; Saklar + Stop Kontak Panasonic:4505set; Pipa PVC Wavin 2 1/2:3075btg,Cat Dinding Nobrand
1565,Rumah_1565,Kabupaten Majalengka,286,1,2,2012,502947072,Semen Mortar MU-380:2808sak; Stop Kran Kuningan:3814pcs; Pipa PPR 1/2 inci:2269btg,Granite Tile
1566,Rumah_1566,Kabupaten Tasikmalaya,281,3,3,1997,923520829,Stop Kran Kuningan:3954pcs; Cat Dinding Nobrand:2253kg; Batu Split:2829m3,Hollow Galvanis 4x4
1567,Rumah_1567,Kota Cirebon,271,5,2,2012,1955324441,Semen Mortar MU-380:3788sak; Keramik 60x60 Polished:4998m2; Besi Beton 16mm:699kg; Pipa PPR 1/2 inci:4431btg; Pipa PVC Wavin 3:3711btg,Keramik 60x60 Polished
1568,Rumah_1568,Kabupaten Sumedang,320,2,1,2025,611841972,Waterproofing Coating:979kg; Pintu Kayu Solid:602pcs; Kawat Bendrat:4016kg; Atap Baja Ringan:1069m2; Granite Tile:1314m2; Triplek Meranti Campur:3080lbr,Plafon Gypsum
1569,Rumah_1569,Kabupaten Purwakarta,300,1,2,2010,201106078,Atap Baja Ringan:1368m2; Batu Alam Andesit:2658m2; Batu Split:4205m3; Bata Ringan JUMA:3588pcs; Besi Beton 13mm:1076kg,Genteng Metal
1570,Rumah_1570,Kabupaten Bandung,256,6,1,2015,1270535827,Besi Beton 19mm:1150kg; Batu Alam Andesit:4909m2; Plafon Gypsum:1438m2,Kabel NYM 2x1.5
1571,Rumah_1571,Kota Bekasi,177,1,2,2002,254557810,Keramik 60x60 Polished:4793m2; Batu Bata Merah:3169pcs; Batu Alam Andesit:2136m2; Atap Baja Ringan:1813m2,Batu Alam Andesit
1572,Rumah_1572,Bandung Barat,47,6,2,1995,806483190,Cat Eksterior Jotun:1290kg; Batu Alam Andesit:1400m2; Aluminium Kusen:1523m,Pintu Kayu Solid
1573,Rumah_1573,Kota Bogor,115,6,2,2018,1043683721,Pipa PVC Wavin 3:1568btg; Kabel NYM 2x1.5:2080m; Waterproofing Coating:1800kg,Besi Beton 13mm
1574,Rumah_1574,Kabupaten Ciamis,303,6,1,2022,1992753760,Cat Dinding Nobrand:3753kg; Besi Beton 16mm:580kg; Besi Beton 19mm:4770kg,Bata Ringan Walbric
1575,Rumah_1575,Kabupaten Cianjur,94,4,1,2007,465893931,Batu Bata Merah:1043pcs; Keramik Asia Tile:4319m2; Bata Ringan Walbric:4615pcs; Plafon GRC:4984m2; Atap Baja Ringan:3331m2,Atap Baja Ringan
1576,Rumah_1576,Kabupaten Cirebon,216,4,2,2012,256584905,Batu Split:463m3; Batu Bata Merah:4306pcs; Atap Baja Ringan:4622m2; Aluminium Kusen:1935m; Genteng Beton:4541pcs; Plafon GRC:2156m2,Pipa PVC Wavin 3
1577,Rumah_1577,Kabupaten Garut,41,1,3,2010,1419966509,Pipa PPR 1/2 inci:913btg; Besi Beton 13mm:2874kg; Aluminium Kusen:455m; Cat Dinding Dulux:1695kg; Batu Bata Merah:1406pcs,Cat Dinding Dulux
1578,Rumah_1578,Kabupaten Subang,204,3,3,2019,1091205736,Kaca:3561m2; Pintu Kayu Solid:72pcs; Pipa PVC Wavin 2 1/2:55btg; Kayu:3829kg; Besi Beton 13mm:4997kg; Kabel NYM 2x1.5:1061m,Semen
1579,Rumah_1579,Kabupaten Bandung Barat,124,2,1,1995,481110517,Triplek Meranti Campur:2253lbr; Saklar + Stop Kontak Panasonic:4447set; Waterproofing Coating:701kg; Semen:4135sak; Kaca:4183m2,Besi WF 150
1580,Rumah_1580,Kabupaten Bekasi,159,5,1,2006,186083683,Cat Dinding Dulux:51kg; Keramik Kamar Mandi:4857m2; Kayu:4285kg,Batu Split
1581,Rumah_1581,Bandung Timur,232,3,1,2017,717694264,Keramik 60x60 Polished:3244m2; Semen:1109sak; Genteng Metal:4148m2; Kabel NYY 4x10:4881m,Plafon GRC
1582,Rumah_1582,Kabupaten Bogor,233,3,2,2003,653539006,Cat Eksterior Jotun:2637kg; Besi Beton 16mm:609kg; Keramik Kamar Mandi:4658m2; Batu Bata Merah:3485pcs,Genteng Beton
1583,Rumah_1583,Kota Banjar,211,1,3,2019,1646025255,Genteng Metal:4009m2; Keramik Kamar Mandi:4917m2; Stop Kran Kuningan:1995pcs; Waterproofing Coating:4567kg; Genteng Beton:3218pcs,Stop Kran Kuningan
1584,Rumah_1584,Kota Sukabumi,111,3,2,2001,529617305,Genteng Beton:4569pcs; Besi Beton 19mm:2524kg; Keramik 60x60 Polished:3067m2; Batu Split:1381m3; Aluminium Kusen:566m,Saklar + Stop Kontak Panasonic
1585,Rumah_1585,Kabupaten Kuningan,65,6,1,2013,1548317463,Atap Baja Ringan:579m2; Kaca:3163m2; Semen Mortar MU-380:3425sak,Aluminium Kusen
1586,Rumah_1586,Kota Tasikmalaya,244,2,2,2013,793249939,Kabel NYM 2x1.5:2476m; Kaca:2137m2; Bata Ringan JUMA:1288pcs; Granite Tile:4849m2; Plafon GRC:377m2,Kawat Bendrat
1587,Rumah_1587,Kabupaten Indramayu,53,6,2,2003,293243300,Cat Eksterior Jotun:2647kg; Keramik Asia Tile:3429m2; Pasir:183m3; Waterproofing Coating:1364kg; Genteng Metal:3417m2,Besi Beton 19mm
1588,Rumah_1588,Kota Cimahi,264,6,3,2016,1428549548,Pipa PVC Wavin 3:1242btg; Saklar + Stop Kontak Panasonic:362set; Bata Ringan JUMA:4467pcs; Kabel NYY 4x10:4155m,Batu Bata Merah
1589,Rumah_1589,Kabupaten Karawang,255,1,2,2022,1505543508,Pintu Kayu Solid:4084pcs; Triplek Meranti Campur:3480lbr; Bata Ringan Walbric:1212pcs,Pipa PVC Wavin 2 1/2
